index,name,mass,px,py,vx,vy,total_fx,total_fy
Sun,Sun,1.98892E+30,0,0,0,0,0,0
Mercury,Mercury,3.3E+23,0,57900812779,-47875.85414,0,0,0
Venus,Venus,4.87E+24,1.08202E+11,0,-2.14536E-12,-35022.10023,0,0
Earth,Earth,5.97E+24,-1.496E+11,0,5.4736E-12,29784.68892,0,0
 Castalia, Castalia,5E+11,86728335496,-1.33293E+11,24214.17305,-15755.15172,0,0
 Icarus, Icarus,1E+12,1.39187E+11,81453555017,-14489.16564,-24758.88871,0,0
 Bennu, Bennu,73000000000,1.23954E+11,-1.14064E+11,19006.50523,-20654.54892,0,0
 Geographos, Geographos,4E+12,-1.7528E+11,-62980769015,9026.41729,25121.22918,0,0
 Itokawa, Itokawa,35000000000,-1.92226E+11,-47760728881,6241.664822,25121.25878,0,0
 Eros, Eros,6.69E+15,47577279686,-2.12865E+11,24072.913,-5380.526762,0,0
 Apollo, Apollo,2E+12,-2.09239E+11,-67677628076,7560.153305,23373.75257,0,0
Mars,Mars,6.42E+23,2.27903E+11,0,-1.47823E-12,-24131.46312,0,0
 McAuliffe, McAuliffe,1.84264E+12,-1.24986E+11,2.51783E+11,-19462.48113,9661.231424,0,0
 Otawara, Otawara,2E+14,-1.76204E+11,2.72294E+11,-16982.85019,10989.74704,0,0
 Rodari, Rodari,1.2099E+12,1.183E+11,3.06162E+11,-18756.75634,-7247.530969,0,0
 AnneFrank, AnneFrank,9.14995E+13,-1.22261E+11,-3.07662E+11,18606.4591,7393.967598,0,0
 Mimistrobell, Mimistrobell,1.07618E+12,1.12994E+11,-3.17068E+11,18704.2245,-6665.655308,0,0
 Braille, Braille,7.39638E+13,-2.02039E+11,-2.86059E+11,15900.65731,11230.38515,0,0
 Vesta, Vesta,2.59E+20,3.00602E+11,-1.85737E+11,10186.8695,-16486.69051,0,0
 Steins, Steins,5.14444E+13,-1.89027E+11,-2.98722E+11,16373.16242,10360.68932,0,0
 Lutetia, Lutetia,1.7E+18,2.75503E+11,-2.38317E+11,12487.3089,-14435.74053,0,0
 Toutatis, Toutatis,5E+13,3.40146E+11,-1.67353E+11,8260.097684,-16788.70578,0,0
 Mathilde, Mathilde,1.033E+17,3.77231E+11,1.2044E+11,-5568.045873,-17439.65142,0,0
 Juno, Juno,2E+19,-3.84314E+11,-1.08853E+11,4967.458195,17538.01364,0,0
 Eugenia, Eugenia,6.1E+18,-2.61981E+11,-3.11553E+11,13819.76564,11620.84769,0,0
 Siwa, Siwa,1.5E+18,-2.06133E+11,3.52917E+11,-15560.14362,9088.412486,0,0
 Ceres, Ceres,9.393E+20,-1.86333E+11,3.69801E+11,-15987.49331,8055.691562,0,0
 Pallas, Pallas,2.05E+20,-3.17515E+11,-2.66745E+11,11507.16633,13697.3267,0,0
 Kleopatra, Kleopatra,5.21292E+20,-31291043143,4.16809E+11,-17768.85645,1333.957256,0,0
 Ida, Ida,1E+17,-1.54817E+11,3.99024E+11,-16416.63816,6369.464785,0,0
 Shipka, Shipka,4.36909E+20,-29626539271,4.5037E+11,-17110.69956,1125.587946,0,0
Jupiter,Jupiter,1.898E+27,6.74297E+11,-3.89305E+11,6527.826781,-11306.52765,0,0
Saturn,Saturn,5.68E+26,7.1676E+11,-1.24146E+12,8332.735568,-4810.907123,0,0
 Chiron, Chiron,4E+18,1.52572E+12,1.35431E+12,-5354.281347,-6031.970352,0,0
Uranus,Uranus,8.68E+25,0.000351929,-2.87254E+12,6797.133477,-8.3275E-13,0,0
Neptune,Neptune,1.02E+26,-2.24758E+12,-3.89293E+12,4705.619099,2716.790454,0,0
Pluto,Pluto,1.46E+22,-5.11516E+12,-2.95324E+12,2370.087576,4105.1121,0,0
    65 Cybele,    65 Cybele,5.27244E+18,-4.22843E+11,-2.8933E+11,9088.553251,13282.53957,0,0
    76 Freia,    76 Freia,3.23162E+18,-4.74017E+11,1.90257E+11,-6004.206842,14959.25401,0,0
    87 Sylvia,    87 Sylvia,5.62336E+18,-3.87034E+11,-3.48654E+11,10683.1625,11859.18176,0,0
   107 Camilla,   107 Camilla,4.67489E+18,3.12334E+11,4.18489E+11,-12776.04156,-9535.245315,0,0
   108 Hecuba,   108 Hecuba,1.67773E+18,4.39053E+11,-2.04458E+11,6988.080653,-15006.19356,0,0
   121 Hermione,   121 Hermione,4.64444E+18,-53751069741,-5.15053E+11,15922.25193,1661.649353,0,0
   122 Gerda,   122 Gerda,1.57058E+18,-4.06478E+11,-2.59406E+11,8924.829905,13984.7992,0,0
   153 Hilda,   153 Hilda,3.79178E+18,-3.5769E+11,-4.75805E+11,11935.19755,8972.369223,0,0
   168 Sibylla,   168 Sibylla,3.23036E+18,-4.44092E+11,-2.39863E+11,7706.077478,14267.36627,0,0
   190 Ismene,   190 Ismene,3.53333E+18,-16230082296,-5.96214E+11,14911.33707,405.9152009,0,0
   225 Henrietta,   225 Henrietta,2.13187E+18,2.05764E+11,4.63865E+11,-14782.76138,-6557.41716,0,0
   229 Adelinda,   229 Adelinda,2.3536E+18,2.31763E+11,4.57052E+11,-14352.92431,-7278.108821,0,0
   260 Huberta,   260 Huberta,2.25642E+18,-39661857253,-5.15234E+11,15978.3628,1229.988318,0,0
   279 Thule,   279 Thule,2.81311E+18,3.77005E+11,-5.1621E+11,11636.09042,-8498.209813,0,0
   300 Geraldina,   300 Geraldina,1.49718E+18,76582070278,-4.73086E+11,16427.19025,-2659.193939,0,0
   319 Leona,   319 Leona,1.10984E+18,-5.09201E+11,5725058451,-181.4948431,16142.59127,0,0
   325 Heidelberga,   325 Heidelberga,1.68267E+18,82381550219,4.75241E+11,-16343.99872,-2833.179436,0,0
   334 Chicago (1892 L),   334 Chicago (1892 L),4.41711E+18,-4.45838E+11,-3.7367E+11,9702.279855,11576.09681,0,0
   361 Bononia (1893 P),   361 Bononia (1893 P),3.42964E+18,5.68197E+11,1.67868E+11,-4240.540703,-14353.30345,0,0
   381 Myrrha (1894 AS),   381 Myrrha (1894 AS),2.83642E+18,4.64667E+11,-1.29798E+11,4462.110144,-15974.05862,0,0
   401 Ottilia (1895 BT),   401 Ottilia (1895 BT),1.95118E+18,-4.99603E+11,22268293559,-725.3745183,16274.21535,0,0
   414 Liriope (1896 CN),   414 Liriope (1896 CN),1.97244E+18,1.40896E+11,5.05577E+11,-15318.01582,-4268.876324,0,0
   420 Bertholda (1896 CY),   420 Bertholda (1896 CY),3.0822E+18,4.41925E+11,2.55828E+11,-8076.876558,-13952.27091,0,0
   434 Hungaria (1898 DR),   434 Hungaria (1898 DR),1.98533E+17,-2.83942E+11,63154878884,-4637.592197,20850.46962,0,0
   436 Patricia (1898 DT),   436 Patricia (1898 DT),1.30242E+18,-3.63297E+11,-3.12199E+11,10848.5137,12624.09629,0,0
   466 Tisiphone (1901 FX),   466 Tisiphone (1901 FX),2.12211E+18,4.89875E+11,1.09033E+11,-3532.960953,-15873.31436,0,0
   483 Seppina (1902 HU),   483 Seppina (1902 HU),1.48573E+18,1.54442E+11,-4.88365E+11,15347.56439,-4853.546171,0,0
   499 Venusia (1902 KX),   499 Venusia (1902 KX),1.7184E+18,-5.95239E+11,70648339370,-1753.749845,14775.99868,0,0
   522 Helga (1904 NC),   522 Helga (1904 NC),2.24933E+18,4.7773E+11,2.56532E+11,-7401.179764,-13782.96642,0,0
   528 Rezia (1904 NS),   528 Rezia (1904 NS),2.04369E+18,3.29092E+11,-3.86694E+11,12311.80259,-10477.82186,0,0
   536 Merapi (1904 OF),   536 Merapi (1904 OF),3.26813E+18,1.25287E+11,-5.0824E+11,15459.99488,-3811.056142,0,0
   545 Messalina (1904 OY),   545 Messalina (1904 OY),2.50291E+18,-4.75358E+11,60028418485,-2085.123633,16511.83736,0,0
   566 Stereoskopia (1905 QO),   566 Stereoskopia (1905 QO),3.71958E+18,-4.55756E+11,2.18208E+11,-6998.517305,14617.29127,0,0
   570 Kythera (1905 QX),   570 Kythera (1905 QX),1.94413E+18,4.3052E+11,-2.75887E+11,8692.285035,-13564.29015,0,0
   580 Selene (1905 SE),   580 Selene (1905 SE),1.0712E+18,4.80929E+11,-41396361446,1421.985309,-16520.14926,0,0
   581 Tauntonia (1905 SH),   581 Tauntonia (1905 SH),1.36624E+18,48526489221,-4.7793E+11,16536.20964,-1678.999539,0,0
   595 Polyxena (1906 TZ),   595 Polyxena (1906 TZ),2.01438E+18,-4.28814E+11,2.15398E+11,-7464.689691,14860.68384,0,0
   643 Scheherezade (1907 ZZ),   643 Scheherezade (1907 ZZ),1.44438E+18,-4.85295E+11,-1.31892E+11,4260.476007,15676.32803,0,0
   645 Agrippina (1907 AG),   645 Agrippina (1907 AG),6.42578E+17,4.70397E+11,-1.06864E+11,3674.521227,-16174.67859,0,0
   648 Pippa (1907 AE),   648 Pippa (1907 AE),1.51711E+18,75904465928,-4.73173E+11,16431.34548,-2635.849716,0,0
   692 Hippodamia (1901 HD),   692 Hippodamia (1901 HD),9.50467E+17,4.79002E+11,1.64833E+11,-5266.785915,-15305.14236,0,0
   713 Luscinia (1911 LS),   713 Luscinia (1911 LS),2.17707E+18,-2.89235E+11,4.17935E+11,-13287.43508,9195.661746,0,0
   721 Tabora (1911 MZ),   721 Tabora (1911 MZ),1.91798E+18,5.25065E+11,-83614792313,2484.648089,-15602.53269,0,0
   733 Mocia (1912 PF),   733 Mocia (1912 PF),2.18873E+18,2.74853E+11,-4.28005E+11,13591.56817,-8728.129375,0,0
   745 Mauritia (1913 QX),   745 Mauritia (1913 QX),5.49133E+17,3.13574E+11,3.74257E+11,-12637.27642,-10588.22839,0,0
   748 Simeisa (1913 RD),   748 Simeisa (1913 RD),2.30476E+18,5.22842E+11,2.74448E+11,-6967.762274,-13274.0677,0,0
   764 Gedania (1913 SU),   764 Gedania (1913 SU),1.29511E+18,1.51522E+11,-4.54316E+11,15791.59873,-5266.754651,0,0
   777 Gutemberga (1914 TZ),   777 Gutemberga (1914 TZ),1.59442E+18,1.47451E+11,4.59976E+11,-15784.49141,-5059.900618,0,0
   781 Kartvelia (1914 UF),   781 Kartvelia (1914 UF),1.6206E+18,-55565309314,-4.77976E+11,16496.18047,1917.701727,0,0
   790 Pretoria (1912 NW),   790 Pretoria (1912 NW),3.786E+18,4.75397E+11,-1.84192E+11,5828.914957,-15044.37787,0,0
   803 Picka (1915 WS),   803 Picka (1915 WS),1.03333E+18,2.38127E+11,4.15827E+11,-14441.72437,-8270.196969,0,0
   806 Gyldenia (1915 WX),   806 Gyldenia (1915 WX),1.84673E+18,4.23223E+11,2.28269E+11,-7886.412195,-14621.87441,0,0
   830 Petropolitana (1916 ZZ),   830 Petropolitana (1916 ZZ),9.184E+17,1.47942E+11,-4.56626E+11,15818.52859,-5125.038699,0,0
   835 Olivia (1916 AE),   835 Olivia (1916 AE),6.75956E+17,-4.73924E+11,-84875921550,2926.831888,16342.6167,0,0
   842 Kerstin (1916 AM),   842 Kerstin (1916 AM),9.68356E+17,-4.6544E+11,-1.33561E+11,4566.361209,15913.03176,0,0
   844 Leontina (1916 AP),   844 Leontina (1916 AP),9.36756E+17,2.29922E+11,-4.20576E+11,14600.37508,-7981.787734,0,0
   859 Bouzareah (1916 c),   859 Bouzareah (1916 c),1.45371E+18,4.82013E+11,-15329590146,527.3174036,-16580.59998,0,0
   863 Benkoela (1917 BH),   863 Benkoela (1917 BH),8.60533E+17,-3.83516E+11,-2.87024E+11,9973.23468,13326.06661,0,0
   892 Seeligeria (1918 DR),   892 Seeligeria (1918 DR),1.65513E+18,-3.60417E+11,3.21184E+11,-11030.94877,12378.37195,0,0
   895 Helio (1918 DU),   895 Helio (1918 DU),2.43484E+18,4.52169E+11,-1.5765E+11,5480.673249,-15719.62099,0,0
   903 Nealley (1918 EM),   903 Nealley (1918 EM),1.29033E+18,3.3121E+11,3.53764E+11,-12080.38171,-11310.20545,0,0
   909 Ulla (1919 FA),   909 Ulla (1919 FA),2.58756E+18,-4.6714E+11,2.50273E+11,-7473.244918,13948.9898,0,0
   927 Ratisbona (1920 GO),   927 Ratisbona (1920 GO),1.68649E+18,1.24622E+11,4.66634E+11,-16015.12321,-4277.080833,0,0
   940 Kordula (1920 HT),   940 Kordula (1920 HT),1.77449E+18,-4.12669E+11,-2.88495E+11,9302.105356,13305.92916,0,0
   958 Asplinda (1921 KC),   958 Asplinda (1921 KC),1.00249E+18,-4.18629E+11,4.24413E+11,-10622.60421,10477.82794,0,0
   973 Aralia (1922 LR),   973 Aralia (1922 LR),1.14687E+18,1.42248E+11,-4.58966E+11,15874.26571,-4919.923603,0,0
   976 Benjamina (1922 LU),   976 Benjamina (1922 LU),1.84878E+18,77954181033,-4.72476E+11,16425.58905,-2710.073152,0,0
   978 Aidamina (1922 LY),   978 Aidamina (1922 LY),2.04678E+18,4.39903E+11,1.9054E+11,-6613.084426,-15267.74682,0,0
  1001 Gaussia (1923 OA),  1001 Gaussia (1923 OA),1.6158E+18,3.38812E+11,-3.40567E+11,11783.20599,-11722.50009,0,0
  1004 Belopolskya (1923 OS),  1004 Belopolskya (1923 OS),1.59111E+18,-5.02281E+11,-81781200424,2595.19164,15939.06811,0,0
  1015 Christa (1924 QF),  1015 Christa (1924 QF),1.83E+18,3.97842E+11,-2.67867E+11,9290.489936,-13798.44002,0,0
  1019 Strackea (1924 QN),  1019 Strackea (1924 QN),1.59311E+17,2.18586E+11,1.8442E+11,-13891.15468,-16464.72604,0,0
  1025 Riema (1923 NX),  1025 Riema (1923 NX),1.02333E+17,-2.9565E+11,16089896927,-1150.488675,21140.08598,0,0
  1028 Lydina (1923 PG),  1028 Lydina (1923 PG),1.96724E+18,-3.65165E+11,-3.5506E+11,11252.9599,11573.2157,0,0
  1038 Tuckia (1924 TK),  1038 Tuckia (1924 TK),1.29556E+18,-2.07872E+11,-5.58529E+11,13985.618,5205.136751,0,0
  1042 Amazone (1925 HA),  1042 Amazone (1925 HA),1.42044E+18,-4.61588E+11,-1.44842E+11,4958.866991,15803.08535,0,0
  1051 Merope (1925 SA),  1051 Merope (1925 SA),1.34309E+18,4.51425E+11,1.65797E+11,-5727.174951,-15593.75227,0,0
  1070 Tunica (1926 RB),  1070 Tunica (1926 RB),8.69578E+17,4.82998E+11,24132124022,-826.6548747,-16545.27833,0,0
  1091 Spiraea (1928 DT),  1091 Spiraea (1928 DT),7.81733E+17,5.00107E+11,1.03651E+11,-3271.436379,-15784.39288,0,0
  1101 Clematis (1928 SJ),  1101 Clematis (1928 SJ),7.50333E+17,-4.61985E+11,1.42868E+11,-4894.437158,15826.8847,0,0
  1103 Sequoia (1928 VB),  1103 Sequoia (1928 VB),1.48711E+17,45196216162,-2.85718E+11,21156.31504,-3346.604985,0,0
  1109 Tata (1929 CU),  1109 Tata (1929 CU),1.37371E+18,2.04125E+11,4.37413E+11,-15025.80853,-7012.006807,0,0
  1118 Hanskya (1927 QD),  1118 Hanskya (1927 QD),1.57676E+18,1.27926E+11,-4.63156E+11,16019.49245,-4424.655873,0,0
  1144 Oda (1930 BJ),  1144 Oda (1930 BJ),1.25193E+18,-1.32762E+11,5.48058E+11,-14909.79988,3611.751705,0,0
  1154 Astronomia (1927 CB),  1154 Astronomia (1927 CB),1.23811E+18,-5.0476E+11,54455774827,-1734.228267,16074.8608,0,0
  1162 Larissa (1930 AC),  1162 Larissa (1930 AC),8.97311E+17,4.5372E+11,-3.7299E+11,9545.692619,-11611.75886,0,0
  1163 Saga (1930 BA),  1163 Saga (1930 BA),7.20644E+17,-2.94638E+11,3.80425E+11,-13130.02888,10169.17994,0,0
  1167 Dubiago (1930 PB),  1167 Dubiago (1930 PB),1.40267E+18,3.9463E+11,3.24189E+11,-10232.62666,-12456.00587,0,0
  1175 Margo (1930 UD),  1175 Margo (1930 UD),5.39244E+17,2.99409E+11,-3.76084E+11,12999.14506,-10348.92484,0,0
  1177 Gonnessia (1930 WA),  1177 Gonnessia (1930 WA),2.044E+18,-2.3479E+11,4.44136E+11,-14369.09852,7596.151042,0,0
  1180 Rita (1931 GE),  1180 Rita (1931 GE),2.15556E+18,-5.94458E+11,74525977173,-1851.420374,14767.89667,0,0
  1202 Marina (1931 RL),  1202 Marina (1931 RL),1.22067E+18,1.7348E+11,5.7271E+11,-14252.71929,-4317.298657,0,0
  1212 Francette (1931 XC),  1212 Francette (1931 XC),1.69749E+18,4.40676E+11,-3.93506E+11,9982.783104,-11179.43084,0,0
  1227 Geranium (1931 TD),  1227 Geranium (1931 TD),1.0282E+18,-2.90594E+11,3.84064E+11,-13237.83025,10016.11495,0,0
  1229 Tilia (1931 TP1),  1229 Tilia (1931 TP1),6.17667E+17,44651751287,-4.80569E+11,16511.29062,-1534.135203,0,0
  1256 Normannia (1932 PD),  1256 Normannia (1932 PD),1.51656E+18,-5.57811E+11,1.69437E+11,-4385.212179,14436.7266,0,0
  1266 Tone (1927 BD),  1266 Tone (1927 BD),1.67711E+18,-82899795123,-4.95604E+11,16028.8761,2681.152377,0,0
  1268 Libya (1930 HJ),  1268 Libya (1930 HJ),2.14911E+18,-4.05143E+11,-4.35421E+11,10936.09605,10175.62725,0,0
  1269 Rollandia (1930 SH),  1269 Rollandia (1930 SH),2.33096E+18,-9991671661,5.83404E+11,-15079.20753,258.2539836,0,0
  1280 Baillauda (1933 QB),  1280 Baillauda (1933 QB),1.12956E+18,-4.51038E+11,-2.39772E+11,7566.047448,14232.59147,0,0
  1295 Deflotte (1933 WD),  1295 Deflotte (1933 WD),1.05349E+18,-4.95435E+11,-1.0654E+11,3402.265326,15821.25053,0,0
  1303 Luthera (1928 FP),  1303 Luthera (1928 FP),1.81522E+18,2.78945E+11,3.94184E+11,-13532.36754,-9576.196864,0,0
  1309 Hyperborea (1931 TO),  1309 Hyperborea (1931 TO),1.27933E+18,-2.19792E+11,4.26082E+11,-14786.4013,7627.490265,0,0
  1315 Bronislawa (1933 SF1),  1315 Bronislawa (1933 SF1),1.4414E+18,-4.59041E+11,-1.39014E+11,4821.256516,15920.35921,0,0
  1317 Silvretta (1935 RC),  1317 Silvretta (1935 RC),3.982E+17,4.55397E+11,-1.49414E+11,5187.549966,-15811.12509,0,0
  1323 Tugela (1934 LD),  1323 Tugela (1934 LD),1.73989E+18,98581252897,-4.72868E+11,16226.75303,-3382.878753,0,0
  1328 Devota (1925 UA),  1328 Devota (1925 UA),1.19327E+18,2.60674E+11,4.54398E+11,-13806.17862,-7920.172033,0,0
  1345 Potomac (1908 CG),  1345 Potomac (1908 CG),1.62169E+18,1.66109E+11,-5.7234E+11,14331.44926,-4159.387976,0,0
  1355 Magoeba (1935 HE),  1355 Magoeba (1935 HE),9.50222E+16,-1.30256E+11,2.44802E+11,-19313.1011,10276.23227,0,0
  1362 Griqua (1935 QG1),  1362 Griqua (1935 QG1),5.98578E+17,-2.9579E+11,3.79144E+11,-13098.25109,10218.6168,0,0
  1371 Resi (1935 QJ),  1371 Resi (1935 QJ),6.03444E+17,1.85077E+11,4.41703E+11,-15353.51761,-6433.249676,0,0
  1373 Cincinnati (1935 QN),  1373 Cincinnati (1935 QN),4.32178E+17,-5.11065E+11,22096188114,-695.7499634,16092.08499,0,0
  1390 Abastumani (1935 TA),  1390 Abastumani (1935 TA),2.12998E+18,3.21951E+11,4.01165E+11,-12527.27635,-10053.64777,0,0
  1395 Aribeda (1936 OB),  1395 Aribeda (1936 OB),4.42644E+17,3.01561E+11,3.7207E+11,-12932.23576,-10481.51288,0,0
  1439 Vogtia (1937 TE),  1439 Vogtia (1937 TE),1.12358E+18,4.17652E+11,-4.28101E+11,10662.57841,-10402.33814,0,0
  1453 Fennia (1938 ED1),  1453 Fennia (1938 ED1),1.46067E+17,2.83677E+11,-7228757589,550.902525,-21618.98591,0,0
  1456 Saldanha (1937 NG),  1456 Saldanha (1937 NG),8.40333E+17,-2.96212E+11,-3.77243E+11,13083.02056,10272.80314,0,0
  1467 Mashona (1938 OE),  1467 Mashona (1938 OE),1.98133E+18,4.05807E+11,-3.02614E+11,9679.311181,-12979.98944,0,0
  1477 Bonsdorffia (1938 CC),  1477 Bonsdorffia (1938 CC),5.74467E+17,-4.11578E+11,-2.49098E+11,8599.850576,14209.32264,0,0
  1489 Attila (1939 GC),  1489 Attila (1939 GC),5.95311E+17,2.54729E+11,-4.05611E+11,14096.57618,-8852.808505,0,0
  1491 Balduinus (1938 EJ),  1491 Balduinus (1938 EJ),4.87578E+17,4.34034E+11,-2.16154E+11,7375.17321,-14809.2096,0,0
  1509 Esclangona (1938 YG),  1509 Esclangona (1938 YG),1.81556E+17,-1.37754E+11,2.42842E+11,-18963.90534,10757.3928,0,0
  1512 Oulu (1939 FE),  1512 Oulu (1939 FE),1.77493E+18,4.77638E+11,-3.50041E+11,8849.263062,-12074.98925,0,0
  1529 Oterma (1938 BC),  1529 Oterma (1938 BC),1.25153E+18,-5.12973E+11,3.04627E+11,-7615.458229,12823.94461,0,0
  1556 Wingolfia (1942 AA),  1556 Wingolfia (1942 AA),6.36667E+17,-1.12428E+11,5.00131E+11,-15698.5462,3528.987799,0,0
  1558 Jarnefelt (1942 BD),  1558 Jarnefelt (1942 BD),1.22171E+18,3.65971E+11,-3.14482E+11,10808.62988,-12578.27399,0,0
  1567 Alikoski (1941 HN),  1567 Alikoski (1941 HN),1.53871E+18,4.59708E+11,1.40223E+11,-4848.162398,-15894.26831,0,0
  1574 Meyer (1949 FD),  1574 Meyer (1949 FD),1.28411E+18,-1.73226E+11,5.00505E+11,-14959.01855,5177.359383,0,0
  1578 Kirkwood (1951 AT),  1578 Kirkwood (1951 AT),1.04616E+18,5.54783E+11,1.91738E+11,-4911.68284,-14211.66656,0,0
  1579 Herrick (1948 SB),  1579 Herrick (1948 SB),1.04278E+18,-2.79596E+11,-4.31737E+11,13482.55018,8731.379421,0,0
  1600 Vyssotsky (1947 UC),  1600 Vyssotsky (1947 UC),1.64733E+17,51799660803,-2.71693E+11,21517.40489,-4102.401103,0,0
  1746 Brouwer (1963 RF),  1746 Brouwer (1963 RF),1.38942E+18,89541317991,-5.84416E+11,14809.48373,-2269.035375,0,0
  1748 Mauderli (1966 RA),  1748 Mauderli (1966 RA),9.97956E+17,-5.85996E+11,-82835636927,2095.989648,14827.46503,0,0
  1754 Cunningham (1935 FE),  1754 Cunningham (1935 FE),1.76711E+18,-1.77119E+11,5.62652E+11,-14307.46326,4503.902093,0,0
  1796 Riga (1966 KB),  1796 Riga (1966 KB),1.51482E+18,1.34286E+11,-4.8386E+11,15664.99395,-4347.53076,0,0
  1832 Mrkos (1969 PC),  1832 Mrkos (1969 PC),6.52244E+17,4.76707E+11,69542457130,-2395.921278,-16423.81598,0,0
  1838 Ursa (1971 UC),  1838 Ursa (1971 UC),8.90089E+17,1.32389E+11,4.62294E+11,-15970.78023,-4573.624812,0,0
  1841 Masaryk (1971 UO1),  1841 Masaryk (1971 UO1),8.94222E+17,4.19101E+11,-2.96934E+11,9292.731321,-13116.03377,0,0
  1859 Kovalevskaya (1972 RS2),  1859 Kovalevskaya (1972 RS2),9.91867E+17,-4.68304E+11,-1.07337E+11,3713.113638,16200.10419,0,0
  1877 Marsden (1971 FC),  1877 Marsden (1971 FC),7.92044E+17,1.2079E+11,-5.78659E+11,14667.4765,-3061.707717,0,0
  1890 Konoshenkova (1968 CD),  1890 Konoshenkova (1968 CD),5.70667E+17,-3.27092E+11,-3.51675E+11,12172.09183,11321.20751,0,0
  1901 Moravia (1972 AD),  1901 Moravia (1972 AD),6.24356E+17,-2.79952E+11,3.95501E+11,-13507.9975,9561.522996,0,0
  1902 Shaposhnikov (1972 HU),  1902 Shaposhnikov (1972 HU),1.854E+18,26220609110,5.93943E+11,-14926.29814,-658.9458959,0,0
  1911 Schubart (1973 UD),  1911 Schubart (1973 UD),1.49947E+18,5.26187E+11,2.75892E+11,-6940.276343,-13236.65061,0,0
  1919 Clemence (1971 SA),  1919 Clemence (1971 SA),7.28E+16,-2.6219E+11,-1.22964E+11,9089.797892,19381.82499,0,0
  1920 Sarmiento (1971 VO),  1920 Sarmiento (1971 VO),6.34222E+16,-2.26745E+11,1.78743E+11,-13272.76582,16837.14244,0,0
  1922 Zulu (1949 HC),  1922 Zulu (1949 HC),4.56911E+17,3.39987E+11,-3.44245E+11,11783.6817,-11637.9472,0,0
  1941 Wild (1931 TN1),  1941 Wild (1931 TN1),3.80444E+17,5.54318E+11,-2.06639E+11,5231.794502,-14034.4818,0,0
  1956 Artek (1969 TX1),  1956 Artek (1969 TX1),4.42689E+17,-4.61928E+11,1.26191E+11,-4387.148072,16059.34321,0,0
  2001 Einstein (1973 EB),  2001 Einstein (1973 EB),8.83333E+16,-1.66332E+11,-2.36596E+11,17524.28386,12319.95617,0,0
  2008 Konstitutsiya (1973 SV4),  2008 Konstitutsiya (1973 SV4),1.15607E+18,-2.70703E+11,-3.9768E+11,13730.248,9346.26614,0,0
  2047 Smetana (1971 UA1),  2047 Smetana (1971 UA1),6.95778E+16,-1.60197E+11,-2.29674E+11,17855.80002,12454.33898,0,0
  2048 Dwornik (1973 QA),  2048 Dwornik (1973 QA),5.80667E+16,-2.67164E+11,-1.18402E+11,8634.568765,19483.18952,0,0
  2049 Grietje (1973 SH),  2049 Grietje (1973 SH),5.46E+16,-1.41342E+11,2.55046E+11,-18660.0931,10341.08687,0,0
  2067 Aksnes (1936 DD),  2067 Aksnes (1936 DD),1.02229E+18,-3.76561E+11,-4.58543E+11,11557.84199,9491.433883,0,0
  2083 Smither (1973 WB),  2083 Smither (1973 WB),8.37111E+16,-2.55811E+11,1.13999E+11,-8860.879019,19883.63121,0,0
  2114 Wallenquist (1976 HA),  2114 Wallenquist (1976 HA),5.01289E+17,-4.67557E+11,-1.03347E+11,3593.08928,16255.64576,0,0
  2127 Tanya (1971 KB1),  2127 Tanya (1971 KB1),8.38578E+17,1.72569E+11,4.48526E+11,-15509.57508,-5967.263004,0,0
  2131 Mayall (1975 RA),  2131 Mayall (1975 RA),1.83378E+17,2.49043E+11,-1.33017E+11,10214.25017,-19123.80036,0,0
  2145 Blaauw (1976 UF),  2145 Blaauw (1976 UF),9.01089E+17,-4.45826E+11,1.81204E+11,-6252.862289,15384.24087,0,0
  2150 Nyctimene (1977 TA),  2150 Nyctimene (1977 TA),1.34644E+17,2.66982E+11,1.03137E+11,-7759.687536,-20086.85238,0,0
  2196 Ellicott (1965 BC),  2196 Ellicott (1965 BC),1.2752E+18,1.47906E+11,-4.91916E+11,15392.98506,-4628.251452,0,0
  2208 Pushkin (1977 QL3),  2208 Pushkin (1977 QL3),9.07778E+17,1.13876E+11,-5.10368E+11,15548.61448,-3469.297849,0,0
  2235 Vittore (A924 GA),  2235 Vittore (A924 GA),9.264E+17,4.19932E+11,-2.31255E+11,8026.137785,-14574.53142,0,0
  2246 Bowell (1979 XH),  2246 Bowell (1979 XH),1.07609E+18,-3.51958E+11,4.75126E+11,-12038.47054,8917.710419,0,0
  2266 Tchaikovsky (1974 VK),  2266 Tchaikovsky (1974 VK),1.04311E+18,1.24605E+11,-4.92999E+11,15662.66615,-3958.720875,0,0
  2272 Montezuma (1972 FA),  2272 Montezuma (1972 FA),1.184E+17,39364807788,2.7648E+11,-21581.90523,-3072.793837,0,0
  2311 El Leoncito (1974 TA1),  2311 El Leoncito (1974 TA1),1.18089E+18,-94104671579,-5.35541E+11,15387.1236,2703.809942,0,0
  2312 Duboshin (1976 GU2),  2312 Duboshin (1976 GU2),1.11382E+18,2.53929E+11,5.35552E+11,-13520.90103,-6410.866249,0,0
  2342 Lebedev (1968 UQ),  2342 Lebedev (1968 UQ),4.87222E+17,-4.75888E+11,-71885151650,2480.23557,16419.42947,0,0
  2356 Hirons (1979 UJ),  2356 Hirons (1979 UJ),9.57156E+17,4.81442E+11,-47967138234,1641.98641,-16480.46991,0,0
